LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:a77040,но,but,,Original,RabbitWithHeadband
line:6c5cd7,я не знаю,i don't know,,Original,RabbitWithHeadband
line:2f57d9,я так волнуюсь,i get so nervous,,Original,RabbitWithHeadband
line:cd435e,"мне иногда кажется, что\nвсё это случайность",sometimes i wonder if\nthis is all a fluke,,Original,RabbitWithHeadband
line:45cfa5,...,...,,Original,RabbitWithHeadband
line:3db99d,но ты права!,but you're right!,,Original,RabbitWithHeadband
line:87c100,мне не нужна удача,i don't need luck,,Original,RabbitWithHeadband
line:05e2ec,"вот, забери её обратно","here, you can have\nthe headband back",,Original,RabbitWithHeadband
line:6e004d,я сама со всем справлюсь!,i'm gonna do this\nall on my own!,,Original,RabbitWithHeadband
line:46396b,вау,woah,,Player,RabbitWithHeadband
line:c4e495,спасибо!,thanks!,,Player,RabbitWithHeadband
line:0072ab,успехов в марафоне,good luck in the race,,Player,RabbitWithHeadband
line:cedcc0,у тебя всё получится!!,you've got this!!,,Player,RabbitWithHeadband
line:cbbe18,"прости, я не могу сейчас общаться","sorry, i can't chat right now",If the player talks to her again.,Player,RabbitWithHeadband
line:be4f50,нужно подготовиться к забегу\nморально и физически!,i've gotta prepare mentally and\nphysically for the race!,,Player,RabbitWithHeadband
line:af92f5,до встречи!,see ya around!,,Player,RabbitWithHeadband
line:f07c9b,"<sprite tint=1 name=""UpArrow""> Ястребиная тропа","<sprite tint=1 name=""UpArrow""> Hawk Peak Trail",,Original,HawkPeakAltSignStart
line:49d9a1,"<sprite tint=1 name=""Warning""> ПРЕДУПРЕЖДЕНИЕ <sprite tint=1 name=""Warning"">","<sprite tint=1 name=""Warning""> NOTICE <sprite tint=1 name=""Warning"">",,Original,HawkPeakAltSignStart
line:29e1de,<color=yellow>Ястребиная тропа</color> — тяжёлый маршрут!,<color=yellow>Hawk Peak Trail</color> is a strenuous hike!,,Original,HawkPeakAltSignStart
line:48c18d,Вам понадобятся <color=yellow>золотые перья.</color>,You might need <color=yellow>golden\nfeathers</color> to complete it.,,Original,HawkPeakAltSignStart
line:fa84c0,Они продаются в <color=yellow>туристическом центре.</color>,<color=yellow>Golden feathers</color> are for sale\nat the <color=yellow>visitor center.</color>,,Original,HawkPeakAltSignStart
line:7388e5,"моё имя — скорость,\nгонки — моя страсть!",speed's my name and\nracing is my game!,If you talk to the turtle after all the headband quest stuff has been exhausted.,Original,RaceTurtleAfter
line:23d25d,на самом деле моё имя Тейлор,actually my name is Taylor,,Original,RaceTurtleAfter
line:201ebc,но да,but yeah,,Original,RaceTurtleAfter
line:6d2090,,the important thing\nto remember is that,,Original,RaceTurtleAfter
line:8ce4e4,"я бегаю быстро, и хорошо\nбы это запомнить",i go fast,,Original,RaceTurtleAfter
line:21411e,эм,so uh,If you talk to the turtle while wearing the headband after having gotten it back from the rabbit.,Original,WearingTurtleHat
line:8f2c69,ты решила просто оставить\nповязку себе?,are you just gonna keep\nthe headband yourself?,,Original,WearingTurtleHat
line:5546c7,нет!,no!,,Player,WearingTurtleHat
line:404764,,"um, well",,Player,WearingTurtleHat
line:94dd0b,Сью сама её вернула,Sue actually gave it back,,Player,WearingTurtleHat
line:46d435,она больше не хочет\nполагаться на удачу,she said she doesn't wanna\nrely on luck anymore,,Player,WearingTurtleHat
line:535119,ну и правильно!,that's great!,,Original,WearingTurtleHat
line:99d2d2,удача ничего не решает,it's NOT luck,,Original,WearingTurtleHat
line:a8e13e,она сама по себе очень талантливая,she's very talented,,Original,WearingTurtleHat
line:8ce0f2,"ну что, забирай повязку?",so do you want the headband back?,,Player,WearingTurtleHat
line:b92c11,не,eh,,Original,WearingTurtleHat
line:8bd0cd,раз она тебе понравилась,you seem to like it,,Original,WearingTurtleHat
line:6bc6e4,бери ты,you can have it,,Original,WearingTurtleHat
line:771311,хм,hmm,,Original,WearingTurtleHat
line:766c86,знакомая повязка,that headband looks familiar,If you try on the headband after getting it from the turtle.,Original,WearingTurtleHat
line:7c21a4,ой,oh um,,Player,WearingTurtleHat
line:66a5b7,я просто...,i'm just...,,Player,WearingTurtleHat
line:db3fc8,смотрю как она сидит,seeing out how fits,,Player,WearingTurtleHat
line:edfd80,вполне удобно,it looked comfy,,Player,WearingTurtleHat
line:3e41a9,"да, она приятная",yeah it's pretty good,,Original,WearingTurtleHat
line:fc7c57,ну что...,so...,If you talk to them again in this situation.,Original,WearingTurtleHat
line:d07a27,всё тестируешь мою повязку?,you're still giving my\nheadband a trial run?,,Original,WearingTurtleHat
line:66311b,ох,uhh,,Player,WearingTurtleHat
line:df8a6c,просто,it's just,,Player,WearingTurtleHat
line:e63954,у меня все карманы набиты,my pockets are pretty full,,Player,WearingTurtleHat
line:4d554f,её так носить легче,this is the easiest way to carry it,,Player,WearingTurtleHat
line:a9b055,логично,fair enough,,Original,WearingTurtleHat
line:da259b,хм...,hmm...,"If you talk to the rabbit with the headband, completing the delivery.",Original,GiveRabbitHeadband
line:9fc921,это не моя,that's not it,,Original,GiveRabbitHeadband
line:33e75b,пятна от пота не в том месте,the sweat stains aren't\nin the right place,,Original,GiveRabbitHeadband
line:488a7a,фу,ew,,Player,GiveRabbitHeadband
line:0f391c,где ты нашла её?,where did you find this?,,Original,GiveRabbitHeadband
line:6022ce,"честно говоря, мне её дала черепаха","actually, the turtle gave it to me",,Player,GiveRabbitHeadband
line:b8eac1,"она сказала, ты можешь забрать её",they said you could have it,,Player,GiveRabbitHeadband
line:1c787f,"она очень ждёт забег\nи не хочет, чтобы\nты его пропустила!",they're looking forward to\nthe race and didn't\nwant you to miss it!,,Player,GiveRabbitHeadband
line:f89496,что?!,what?!,,Original,GiveRabbitHeadband
line:b09c25,СЕРЬЁЗНО??,REALLY??,,Original,GiveRabbitHeadband
line:2db8e8,ЧЕРЕПАХА ТЕЙЛОР?!,TAYLOR THE TURTLE!?,,Original,GiveRabbitHeadband
line:b15c5f,чемпион области?!,"they're like, the regional champion!?",,Original,GiveRabbitHeadband
line:7e105f,тогда эта повязка должна быть,this headband has to be like,,Original,GiveRabbitHeadband
line:ad2191,как минимум ВДВОЕ счастливее,at least TWICE as lucky,,Original,GiveRabbitHeadband
line:3509ed,...возможно даже...,...possibly even...,,Original,GiveRabbitHeadband
line:22dcd9,ВЧЕТВЕРО счастливее,QUADRUPLE lucky,,Original,GiveRabbitHeadband
line:316e5d,!!!,!!!,,Player,GiveRabbitHeadband
line:f666e4,хорошо,ok,,Original,GiveRabbitHeadband
line:64abcd,я возьму её,i'll take it,,Original,GiveRabbitHeadband
line:de12bd,теперь я готова!,i'm so pumped!,,Original,GiveRabbitHeadband
line:b2cecd,возьми эти кроссовки,take these running shoes,,Original,GiveRabbitHeadband
line:d25506,"чтобы бежать, удерживай <color=red>{{RunButton}}!</color>",you can hold <color=red>{{RunButton}}</color> to run with them!,,Original,GiveRabbitHeadband
line:7e631b,но имей в виду,however,,Original,GiveRabbitHeadband
line:0ce32d,для бега нужны <color=red>золотые перья</color>,just keep in mind that running\nrequires <color=red>golden feathers</color>,,Original,GiveRabbitHeadband
line:489295,"<sprite tint=1 name=""UpArrow""> Смотровая площадка","<sprite tint=1 name=""UpArrow""> Outlook Point",,Original,OutlookPointSignStart
line:32213c,ещё нет клубники?,still out of strawberries?,"If the player talks to the Ranger Goat at 5PM, after discovering they're out of strawberries.",Player,Strawberries
line:2edee7,не-а,yup,,Original,Strawberries
line:90688d,я слышала про клубнику,so i heard about the strawberries,If the player talks to the Ranger Goat at 5PM.,Player,Strawberries
line:50c6f6,...и сейчас пять вечера,...and it's 5PM,,Player,Strawberries
line:28fb4e,"а, блин",aw shucks,,Original,Strawberries
line:75bc5b,она закончилась,we're all out,,Original,Strawberries
line:5a0e10,что?!,what!?,,Player,Strawberries
line:4787bc,но,but,,Player,Strawberries
line:9d23e0,эта реклама — обман!,that's false advertising!,,Player,Strawberries
line:792b7e,прости,sorry,,Original,Strawberries
line:fa09b1,обычно мы собираем местные ягоды,we usually pick them locally,,Original,Strawberries
line:74f9e3,но в этом году почти ничего не выросло,the yield was weirdly low this year,,Original,Strawberries
line:445678,я хотел сказать,i mean,,Original,Strawberries
line:a9f2f4,у нас ещё полно тостов,we still have lots of toast,,Original,Strawberries
line:2badff,хочешь тост?,you want some toast?,,Original,Strawberries
line:b2dc23,"да, поделись хоть тостом!",hook me up with some toast!,,Player,Strawberries
line:5a9a92,пожалуйста,alrighty then...,,Original,Strawberries
line:7dd7f0,"может, тебе ещё что-то нужно?","so, is there anything else you need?",,Original,Strawberries
