LineCode,LineText
line:ed4dad,"до сих пор нет уверенности, что\nименно отправить на выставку"
line:927429,но
line:7bdaee,волнуюсь уже не так сильно
line:59ae27,"думаю, нужно отправить всё!"
line:ed26b6,да?
line:883f76,"даже ту картину, размытую дождём?"
line:160a69,ага!
line:46270d,так лучше для погружения
line:da3502,плюс смотрится круто!
line:653f1e,хм
line:ba0290,а знаешь
line:43ae79,в этом есть смысл!
line:c004f2,нужно внести финальные штрихи
line:dc5423,"понимаешь, по-настоящему\nзапечатлеть момент"
line:d9e008,поговорим позже!
line:3ddff8,"кстати, а который час?"
line:3f0883,сейчас {{Time}}
line:d74914,так
line:012c50,"думаете, кто-то уже\nмог их найти?"
line:dfd1df,вряд ли
line:5336a5,там на задней крышке\nмой номер телефона
line:0260b8,"так что если бы кто-то нашёл\nчасы, он бы позвонил!"
line:c7900d,разве что...
line:d41a6a,он нуждался в деньгах\nили вроде того?!
line:5d1a1a,...И ПРОДАЛ ИХ В ИНТЕРНЕТЕ?!
line:b08487,ох
line:39e331,не волнуйтесь!
line:3b5b8f,наверняка они где-то здесь
line:aeab6a,просто у меня нет интернета
line:74bfc8,не доверяю ему
line:5e700f,и не собираюсь
line:3ea8a9,"пожалуйста, найдите мои часы..."
line:8ac825,ПОКА ИХ НЕ НАШЛИ\nИНТЕРНЕТ-ВОРЫ!!!
line:d96b36,"может, её кто-то уже подобрал?"
line:88f46d,"надеюсь, нет..."
line:b1b697,если конечно
line:5311dc,"кто-то не подумал, что это..."
line:23e578,...это мусор...
line:214054,моя повязка не попадалась?
line:a27dcf,извини
line:bc62f4,пока нет
line:bf2aa7,эх... понятно
line:3f1e65,"эх, скорей бы завтрак!"
line:f33d5a,но...
line:aeb6ed,утро давно прошло
line:aeb91a,завтрашний завтрак!
line:a2dfe9,нет ничего вкуснее
line:2b7200,"если я на ночь про него\nвспомню, то всё..."
line:3e86b6,спать уже не буду!
line:e96648,да что такого особенного в завтраке?
line:1c4b18,блин!
line:b51670,ты когда-нибудь пробовала сырники?
line:1fd4aa,ну да
line:2db4db,бекон? венские вафли?
line:baa002,яичницу? гренки с сахаром?
line:eaecf5,ФРУКТОВУЮ НАРЕЗКУ?!
line:cae41c,"да, всё пробовала!"
line:a7c084,"ну значит понимаешь, о чём я!"
line:fc940c,не обращай внимания
line:3ca22e,просто витаю в облаках...
line:4e5c44,...из взбитых сливок
line:daaed9,всё ещё пытаюсь наскрести\nна следующий семестр
line:977ba3,всё ещё не хватает 400 монет?
line:657539,да...
line:06cf0f,всё так же торчу за учёбу
line:7b59e6,оу
line:b8e654,но да
line:e699bc,в остальном
line:535fb6,как обычно
line:282971,привет!
line:eace1c,"смотрю, вы сетку натянули!"
line:1b230a,будете играть в волейбол?
line:b608c0,волейбол?
line:5eae80,не
line:236eea,мы придумали СВОЮ игру
line:940bfd,"и по-моему, это новое слово в спорте!"
line:c34252,прикольно!
line:d452b2,КЛЭР!
line:25637c,???
line:ae6100,я ОФИЦИАЛЬНО вызываю\nТЕБЯ на поединок...
line:0da49e,в ПЛЯЖНЫЙ ПАЛКАБОЛ!!!
line:0e7130,о-о-ого-го-о
line:fcd4d9,теперь ты ОБЯЗАНА сыграть
line:c54521,да!!!
line:5874b0,ОБЯЗАНА!!!
line:a9599e,это ЗАКОН!!!
line:1ed3fe,закон превыше всего!
line:5d1349,ладно-ладно
line:1ecb33,я сыграю
line:9e0777,ура-а!!!
line:e6d27a,ну...
line:ab5157,и как играть?
line:27516b,перейди на ту сторону поля
line:e49e25,"и я расскажу тебе\nвсё, что знаю"
line:54218a,для начала перейди\nна ту сторону!
line:e1b41b,"Джули, привет!"
line:27af03,приветики!!!
line:d9a92b,как дела?
line:ec6e4b,мы будем играть!!!
line:335d06,ВЕСЬ ДЕНЬ!!!
line:f5d2c6,звучит весело!
line:bc462d,как тебе высокий стул?
line:d8124a,чудесненько!!!
line:165d45,хм
line:fe982c,а откуда у вас вообще\nэтот стул?
line:01280d,мы его украли!!!
line:ff0db0,оу
line:c12629,"вы же вернёте его,\nкогда закончите?"
line:0a45f1,не-а!!!
line:269405,"наверное, вам лучше\nвернуть его"
line:27aaa2,хм-м!!!
line:f6916a,может быть!!!
line:825d07,так вот
line:4e330b,в палкаболе три\nпростых правила
line:2efd90,ПРАВИЛО ПЕРВОЕ!
line:3feb13,бей по мячу палкой
line:ddd9ff,"да, наподдай ему!!!"
line:d23681,ПРАВИЛО ВТОРОЕ!
line:0d0089,"нельзя, чтобы мяч касался земли"
line:5d7570,разве что слегка...
line:5c85e8,"судья — Джули, так что\nэто ей решать!"
line:5bd30a,это мне решать!!!
line:c7ce89,ПРАВИЛО ТРЕТЬЕ!
line:b5583e,верь в себя
line:4156f6,это правило самое важное
line:3f7cc4,НИКОГДА его не забывай!!!
line:f3d19e,"вот, в принципе, и всё"
line:d16a9a,готова?
line:0a8cf6,"да, наверно?.."
line:41bacf,а вот и НЕТ!
line:6c5cfa,для начала возьми палку!
line:e99927,"НА СТАРТ, ВНИМАНИЕ, МАРШ!!!"
line:e7e466,"Клэр, возьми ПАЛКУ!!!"
line:f20676,...
line:b88e3a,"я не буду играть, если ты опять\nсобралась махать киркой..."
line:515e71,"НА СТАРТ, ВНИМАНИЕ, МАРШ!!!"
line:365ee6,НУ ПОГНАЛИ!!!
line:e67793,ПОНЕСЛАСЬ!!!
line:c6acf5,"ТАК-ТАК-ТАК, НАЧАЛИ!!!"
line:574ca3,ДА НАЧНЁТСЯ ИГРА!!!
line:aa4bed,упс
line:5dadd5,я проиграла?
line:52cd58,НЕ-А!!!
line:f8372e,тут нельзя проиграть!!!
line:765cd5,когда играешь в палкабол...
line:f0410f,побеждают ВСЕ!
line:28f450,...
line:d91e60,только если ты мяч не лопнешь
line:b5a094,"тогда, наверно, проиграешь"
line:143677,а вообще
line:03da1b,палкабол — это чисто\nсовместимая игра!
line:557881,"может, совместная?"
line:cca8a2,"да, со-вмести-мая игра!"
line:8ef8db,"что значит, мы вместе\nпытаемся поставить рекорд!"
line:d6d71e,звучит неплохо
line:99ffbb,за каждый пас даётся одно очко
line:f477a3,"если наберём 10 очков,\nя вручу тебе приз!"
line:22ba0c,уже набрали!!!
line:d5064e,у вас {{BallHits}}
line:bf1b68,ой!
line:0d566e,и правда
line:2da316,тогда приз твой!
line:b69933,УЖЕ 30 очков?!
line:c88b21,УЖЕ 20 очков?!
line:ba370a,да мы никогда столько не набирали!!!
line:3e117b,Клэр...
line:0ead04,ты ГЕНИЙ!
line:905691,держи золотое перо
line:95a4d1,а ещё
line:dd9f1f,держи это
line:098c2d,у тебя отлично получается!
line:f7626c,хм
line:0b898c,"и ещё хочу вручить\nвторой приз, за 20 очков!"
line:b5b3e5,...
line:b32983,"так, глядишь, и до двадцатки дойдём!"
line:fed812,"правда, даже вместе\nс тобой тяжело будет..."
line:0905b1,НЕ-Е-Е-Е-Е-Е-Е-ЕТ!
line:cf975b,...как?
line:3efb69,...почему?!
line:5115e6,ох!
line:168874,простите
line:1ab33e,идея была не очень
line:1bca05,"просто больше так не делай, ладно?"
line:f6567e,ЭЙ!
line:3de0b4,"кому говорят,\nне делай так!"
line:16e478,давай ещё раз!!!
line:1cf085,Джули!
line:58eb8b,он слишком смешно лопается!!!
line:1b2f57,но я пытаюсь играть!
line:1e8e7e,ХА-ХА-ХА!!!
line:5ce6cd,сама сейчас лопну от смеха!!!
line:13a4d9,тьфу на вас
